Id, name, class, variant, type, subtype, pv, size, move, armor, structure, damageS, damageSMin, damageM, damageMMin, damageL, damageLMin, damageE, damageEMin, overheat, abilities, imagelink, rulesLevel, tonnage, intro, role, technology, threshold
6,"=hyperlink(""http://masterunitlist.info/Unit/Details/6"", ""Achileus Light Battle Armor (WoB) (Sqd4)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor_(WoB)"", ""Achileus Light Battle Armor (WoB)"")",(Sqd4),Infantry,BA,16,1,6/6j,1,2,0,true,0,false,0,false,0,false,0,"AM, CAR4, LECM, MEC, RCN, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3064,Scout,Inner Sphere,0
8472,"=hyperlink(""http://masterunitlist.info/Unit/Details/8472"", ""Achileus Light Battle Armor (WoB) (Sqd5)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor_(WoB)"", ""Achileus Light Battle Armor (WoB)"")",(Sqd5),Infantry,BA,16,1,6/6j,1,2,0,true,0,false,0,false,0,false,0,"AM, CAR5, LECM, MEC, RCN, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3064,Scout,Inner Sphere,0
8837,"=hyperlink(""http://masterunitlist.info/Unit/Details/8837"", ""Achileus Light Battle Armor (WoB) (Sqd6)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor_(WoB)"", ""Achileus Light Battle Armor (WoB)"")",(Sqd6),Infantry,BA,16,1,6/6j,1,2,0,true,0,false,0,false,0,false,0,"AM, CAR6, LECM, MEC, RCN, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3064,Scout,Inner Sphere,0
7,"=hyperlink(""http://masterunitlist.info/Unit/Details/7"", ""Achileus Light Battle Armor [David] (Sqd4)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[David] (Sqd4),Infantry,BA,15,1,6/6j,1,2,1,false,0,true,0,false,0,false,0,"AM, CAR4, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3064,Ambusher,Inner Sphere,0
8473,"=hyperlink(""http://masterunitlist.info/Unit/Details/8473"", ""Achileus Light Battle Armor [David] (Sqd5)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[David] (Sqd5),Infantry,BA,15,1,6/6j,1,2,1,false,0,true,0,false,0,false,0,"AM, CAR5, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3064,Ambusher,Inner Sphere,0
8838,"=hyperlink(""http://masterunitlist.info/Unit/Details/8838"", ""Achileus Light Battle Armor [David] (Sqd6)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[David] (Sqd6),Infantry,BA,15,1,6/6j,1,2,1,false,0,true,0,false,0,false,0,"AM, CAR6, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3064,Ambusher,Inner Sphere,0
8,"=hyperlink(""http://masterunitlist.info/Unit/Details/8"", ""Achileus Light Battle Armor [Flamer] (Sqd4)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[Flamer] (Sqd4),Infantry,BA,15,1,6/6j,1,2,1,false,0,false,0,false,0,false,0,"AM, CAR4, HT1/-/-, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3057,Ambusher,Inner Sphere,0
8474,"=hyperlink(""http://masterunitlist.info/Unit/Details/8474"", ""Achileus Light Battle Armor [Flamer] (Sqd5)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[Flamer] (Sqd5),Infantry,BA,15,1,6/6j,1,2,1,false,0,false,0,false,0,false,0,"AM, CAR5, HT1/-/-, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3057,Ambusher,Inner Sphere,0
8839,"=hyperlink(""http://masterunitlist.info/Unit/Details/8839"", ""Achileus Light Battle Armor [Flamer] (Sqd6)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[Flamer] (Sqd6),Infantry,BA,16,1,6/6j,1,2,2,false,0,false,0,false,0,false,0,"AM, CAR6, HT1/-/-, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3057,Ambusher,Inner Sphere,0
9,"=hyperlink(""http://masterunitlist.info/Unit/Details/9"", ""Achileus Light Battle Armor [Laser] (Sqd4)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[Laser] (Sqd4),Infantry,BA,15,1,6/6j,1,2,2,false,0,false,0,false,0,false,0,"AM, CAR4, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3057,Ambusher,Inner Sphere,0
8475,"=hyperlink(""http://masterunitlist.info/Unit/Details/8475"", ""Achileus Light Battle Armor [Laser] (Sqd5)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[Laser] (Sqd5),Infantry,BA,15,1,6/6j,1,2,2,false,0,false,0,false,0,false,0,"AM, CAR5, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3057,Ambusher,Inner Sphere,0
8840,"=hyperlink(""http://masterunitlist.info/Unit/Details/8840"", ""Achileus Light Battle Armor [Laser] (Sqd6)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[Laser] (Sqd6),Infantry,BA,15,1,6/6j,1,2,2,false,0,false,0,false,0,false,0,"AM, CAR6, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3057,Ambusher,Inner Sphere,0
10,"=hyperlink(""http://masterunitlist.info/Unit/Details/10"", ""Achileus Light Battle Armor [MG] (Sqd4)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[MG] (Sqd4),Infantry,BA,14,1,6/6j,1,2,1,false,0,false,0,false,0,false,0,"AM, CAR4, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3057,Ambusher,Inner Sphere,0
8476,"=hyperlink(""http://masterunitlist.info/Unit/Details/8476"", ""Achileus Light Battle Armor [MG] (Sqd5)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[MG] (Sqd5),Infantry,BA,14,1,6/6j,1,2,1,false,0,false,0,false,0,false,0,"AM, CAR5, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3057,Ambusher,Inner Sphere,0
8841,"=hyperlink(""http://masterunitlist.info/Unit/Details/8841"", ""Achileus Light Battle Armor [MG] (Sqd6)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[MG] (Sqd6),Infantry,BA,15,1,6/6j,1,2,2,false,0,false,0,false,0,false,0,"AM, CAR6, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3057,Ambusher,Inner Sphere,0
11,"=hyperlink(""http://masterunitlist.info/Unit/Details/11"", ""Achileus Light Battle Armor [TAG] (Sqd4)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[TAG] (Sqd4),Infantry,BA,14,1,6/6j,1,2,0,true,0,false,0,false,0,false,0,"AM, CAR4, LTAG, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3059,Ambusher,Inner Sphere,0
8477,"=hyperlink(""http://masterunitlist.info/Unit/Details/8477"", ""Achileus Light Battle Armor [TAG] (Sqd5)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[TAG] (Sqd5),Infantry,BA,14,1,6/6j,1,2,0,true,0,false,0,false,0,false,0,"AM, CAR5, LTAG, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3059,Ambusher,Inner Sphere,0
8842,"=hyperlink(""http://masterunitlist.info/Unit/Details/8842"", ""Achileus Light Battle Armor [TAG] (Sqd6)"")","=hyperlink(""https://www.sarna.net/wiki/Achileus_Light_Battle_Armor"", ""Achileus Light Battle Armor"")",[TAG] (Sqd6),Infantry,BA,14,1,6/6j,1,2,0,true,0,false,0,false,0,false,0,"AM, CAR6, LTAG, MEC, STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,Standard,0,3059,Ambusher,Inner Sphere,0
